seller_id,seller_state,primary_product_category,delivery_eligible_seller_orders,late_seller_orders,seller_late_rate,seller_late_contribution,contribution_row_number,seller_gmv,seller_late_gmv,seller_negative_review_rate,expected_late_marketplace,excess_late_marketplace,excess_late_category,excess_late_destination,late_rate_2018_07,late_rate_2018_08,eligible_2018_08,late_rate_pp_change_latest_comparable,is_high_excess,is_high_rate_high_volume,is_recently_deteriorating,watchlist_reasons
855668e0971d4dfd7bef1b6a4133b41b,SP,baby,300,38,0.12666666666666668,0.005804185122957079,23,32208.16,5282.83,0.22950819672131148,20.080563535798632,17.919436464201368,14.025459688826025,17.842759674948226,0.1,0.0,3.0,-0.1,True,True,False,high_excess_late; high_rate_high_volume
f7ba60f8c3f99e7ee4042fdef03b70c4,SP,health_beauty,218,30,0.13761467889908258,0.004582251412860852,33,68395.0,9187.0,0.1095890410958904,14.591876169347007,15.408123830652993,13.688955499192991,12.782319336165218,0.0625,0.07407407407407407,27.0,0.011574074074074073,True,True,False,high_excess_late; high_rate_high_volume
1835b56ce799e6a4dc4eddc053f04066,SP,bed_bath_table,417,43,0.10311750599520383,0.006567893691767222,20,33344.21,2703.4,0.24700239808153476,27.9119833147601,15.088016685239902,12.476004640860669,16.46484946567391,0.029411764705882353,0.03125,32.0,0.001838235294117647,True,True,False,high_excess_late; high_rate_high_volume
897060da8b9a21f655304d50fd935913,SP,computers_accessories,304,32,0.10526315789473684,0.004887734840384909,31,23023.92,1868.01,0.25961538461538464,20.348304382942615,11.651695617057387,12.798545895183278,12.06751653394686,,,,,False,True,False,high_rate_high_volume
1025f0e2d44d7041d6cf58b6550e0bfa,SP,furniture_decor,910,72,0.07912087912087912,0.010997403390866045,12,138968.55,11558.5,0.17062146892655367,60.911042725255854,11.08895727474415,7.885392202912166,9.586765463033384,0.0,0.07766990291262135,103.0,0.07766990291262135,False,False,True,recent_deterioration
1900267e848ceeba8fa32d80c1a5f5a8,SP,bed_bath_table,406,33,0.0812807881773399,0.005040476554146938,29,24982.53,1556.23,0.195,27.17569598511415,5.824304014885851,3.2811939668811307,6.401729266978666,0.0,0.13333333333333333,30.0,0.13333333333333333,False,False,True,recent_deterioration
16090f2ca825584b5a147ab24aa30c86,SP,auto,398,32,0.08040201005025126,0.004887734840384909,30,25716.44,2228.88,0.14,26.640214290826187,5.359785709173814,3.030002608922515,7.602329542768145,0.03076923076923077,0.175,40.0,0.14423076923076922,False,False,True,recent_deterioration
e9bc59e7b60fc3063eb2290deda4cced,PR,computers_accessories,209,16,0.07655502392344497,0.0024438674201924544,70,34343.06,2696.35,0.16666666666666666,13.989459263273046,2.010540736726953,2.7990003029385035,2.7000769903532746,0.03125,0.2,30.0,0.16875,False,False,True,recent_deterioration
da8622b14eb17ae2831f4ac5b9dab84a,SP,bed_bath_table,1311,87,0.06636155606407322,0.013288529097296472,7,160236.57,11180.1,0.11695447409733124,87.75206265144003,-0.752062651440022,-8.963927855711423,7.007748650710353,0.03076923076923077,0.1206896551724138,58.0,0.08992042440318303,False,False,True,recent_deterioration
8d956fec2e4337affcb520f56fd8cbfd,SP,sports_leisure,210,13,0.06190476190476191,0.0019856422789063695,104,11015.19,620.23,0.09523809523809523,14.056394475059042,-1.0563944750590424,-0.7119113573407202,-0.6699526434697605,0.037037037037037035,0.09375,32.0,0.056712962962962965,False,False,True,recent_deterioration
c70c1b0d8ca86052f45a432a38b73958,SP,health_beauty,260,14,0.05384615384615385,0.0021383839926683978,88,36537.37,1844.8,0.09055118110236221,17.403155064358813,-3.4031550643588147,-5.453539312889093,-0.9579741189147016,0.03278688524590164,0.13636363636363635,44.0,0.10357675111773472,False,False,True,recent_deterioration
c33847515fa6305ce6feb1e818569f13,SC,bed_bath_table,114,4,0.03508771929824561,0.0006109668550481136,320,15519.85,675.0,0.21052631578947367,7.63061414360348,-3.6306141436034802,-4.344689378757515,-3.187747885256941,0.03125,0.09090909090909091,33.0,0.05965909090909091,False,False,True,recent_deterioration
d91fb3b7d041e83b64a00a3edfb37e4f,SP,home_appliances,524,20,0.03816793893129771,0.0030548342752405684,54,40889.74,1349.07,0.14613778705636743,35.07405097586161,-15.07405097586161,-3.1485943775100402,-14.206860445544384,0.014084507042253521,0.1276595744680851,47.0,0.11357506742583158,False,False,True,recent_deterioration
f8db351d8c4c4c22c6835c19a46f01b0,SP,housewares,659,28,0.042488619119878605,0.0042767679853367956,37,50525.6,2372.4,0.10303030303030303,44.110304566970996,-16.110304566970996,-7.049559661543775,-14.669532273716182,0.0,0.09375,32.0,0.09375,False,False,True,recent_deterioration
